GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,,Statement Cov,Branch Cov,CC
JFreeChart,org.jfree.data.time,TimeSeriesDataItem,10,103,4,10,5,31,4,12,0,9,,0.911504425,0.714285714,16
JFreeChart,org.jfree.data.time,DateRange,30,59,0,0,5,14,2,7,2,7,,0.662921348,#DIV/0!,9
JFreeChart,org.jfree.data.time,Quarter,86,380,16,18,18,76,15,24,2,20,,0.815450644,0.529411765,39
JFreeChart,org.jfree.chart.renderer.category,MinMaxCategoryRenderer,241,328,22,14,56,70,24,13,9,10,,0.576449912,0.388888889,37
JFreeChart,org.jfree.chart.renderer.category,LevelRenderer,171,342,25,23,31,88,25,12,3,10,,0.666666667,0.479166667,37
JFreeChart,org.jfree.chart.renderer.category,CategoryStepRenderer.State,9,0,0,0,3,0,1,0,1,0,,0,#DIV/0!,1
JFreeChart,org.jfree.chart.renderer.category,LayeredBarRenderer,447,283,80,22,98,69,53,5,2,5,,0.387671233,0.215686275,58
JFreeChart,org.jfree.chart.renderer.category,StandardBarPainter,198,17,31,3,54,8,19,4,3,3,,0.079069767,0.088235294,23
JFreeChart,org.jfree.chart.renderer.category,StatisticalBarRenderer,232,567,63,41,54,127,47,17,2,10,,0.709637046,0.394230769,64
JFreeChart,org.jfree.chart.renderer.category,DefaultCategoryItemRenderer,0,3,0,0,0,1,0,1,0,1,,1,#DIV/0!,1
JFreeChart,org.jfree.chart.renderer.category,StackedAreaRenderer,761,46,57,7,160,18,36,7,6,5,,0.057001239,0.109375,43
JFreeChart,org.jfree.chart.renderer.category,BarRenderer,831,702,157,61,182,203,96,63,10,40,,0.457925636,0.279816514,159
JFreeChart,org.jfree.chart.renderer.category,LineAndShapeRenderer,393,432,68,34,92,130,46,40,5,30,,0.523636364,0.333333333,86
JFreeChart,org.jfree.chart.renderer.category,ScatterRenderer,374,150,47,15,96,53,37,18,12,12,,0.286259542,0.241935484,55
JFreeChart,org.jfree.chart.renderer.category,StatisticalLineAndShapeRenderer,207,401,36,40,43,103,35,15,3,9,,0.659539474,0.526315789,50
JFreeChart,org.jfree.chart.renderer.category,GroupedStackedBarRenderer,136,343,39,29,23,91,31,10,0,7,,0.716075157,0.426470588,41
JFreeChart,org.jfree.chart.renderer.category,AreaRenderer,333,140,39,11,80,39,25,7,2,5,,0.295983087,0.22,32
JFreeChart,org.jfree.chart.renderer.category,CategoryStepRenderer,292,122,32,10,64,34,25,5,5,4,,0.29468599,0.238095238,30
JFreeChart,org.jfree.chart.renderer.category,MinMaxCategoryRenderer.new Icon() {...},10,53,2,2,3,8,4,2,2,2,,0.841269841,0.5,6
JFreeChart,org.jfree.chart.renderer.category,MinMaxCategoryRenderer.new Icon() {...},50,21,4,0,12,1,5,1,3,1,,0.295774648,0,6
JFreeChart,org.jfree.chart.renderer.category,CategoryItemRendererState,32,60,5,5,10,21,7,9,3,8,,0.652173913,0.5,16
JFreeChart,org.jfree.chart.renderer.category,AbstractCategoryItemRenderer,1030,858,125,87,277,258,95,70,12,47,,0.454449153,0.410377358,165
JFreeChart,org.jfree.chart.renderer.category,BoxAndWhiskerRenderer,651,986,73,77,118,237,70,35,12,18,,0.602321319,0.513333333,105
JFreeChart,org.jfree.chart.renderer.category,StackedBarRenderer,380,68,77,7,89,24,43,8,3,6,,0.151785714,0.083333333,51
JFreeChart,org.jfree.chart.renderer.category,IntervalBarRenderer,81,169,15,15,18,46,14,6,0,5,,0.676,0.5,20
JFreeChart,org.jfree.chart.renderer.category,WaterfallBarRenderer,287,308,41,21,75,75,28,18,5,10,,0.517647059,0.338709677,46
JFreeChart,org.jfree.chart.renderer.category,GradientBarPainter,110,595,29,21,33,115,20,14,0,9,,0.843971631,0.42,34
JFreeChart,org.jfree.chart.renderer.category,GanttRenderer,554,337,61,25,100,99,41,18,3,13,,0.378226712,0.290697674,59
JFreeChart,org.jfree.chart.renderer.xy,WindItemRenderer,252,6,0,0,45,3,1,2,1,2,,0.023255814,#DIV/0!,3
JFreeChart,org.jfree.chart.renderer.xy,StandardXYItemRenderer,432,520,89,51,95,155,70,34,10,24,,0.546218487,0.364285714,104
JFreeChart,org.jfree.chart.renderer.xy,CyclicXYItemRenderer,780,0,118,0,106,0,64,0,5,0,,0,0,64
JFreeChart,org.jfree.chart.renderer.xy,CyclicXYItemRenderer.OverwriteDataSet,109,0,6,0,28,0,17,0,14,0,,0,0,17
JFreeChart,org.jfree.chart.renderer.xy,DeviationRenderer.State,14,0,0,0,4,0,1,0,1,0,,0,#DIV/0!,1
JFreeChart,org.jfree.chart.renderer.xy,XYDifferenceRenderer,1670,255,205,19,381,79,120,17,13,12,,0.132467532,0.084821429,137
JFreeChart,org.jfree.chart.renderer.xy,XYBoxAndWhiskerRenderer,741,515,62,30,130,123,47,22,5,18,,0.410031847,0.326086957,69
JFreeChart,org.jfree.chart.renderer.xy,DefaultXYItemRenderer,0,3,0,0,0,1,0,1,0,1,,1,#DIV/0!,1
JFreeChart,org.jfree.chart.renderer.xy,XYLineAndShapeRenderer.State,7,24,0,0,3,7,2,2,2,2,,0.774193548,#DIV/0!,4
JFreeChart,org.jfree.chart.renderer.xy,AbstractXYItemRenderer,1336,866,134,80,344,256,102,58,18,35,,0.393278837,0.373831776,160
JFreeChart,org.jfree.chart.renderer.xy,DeviationRenderer,366,51,32,6,69,16,26,5,8,4,,0.122302158,0.157894737,31
JFreeChart,org.jfree.chart.renderer.xy,XYBarRenderer.XYBarRendererState,14,0,0,0,6,0,3,0,3,0,,0,#DIV/0!,3
JFreeChart,org.jfree.chart.renderer.xy,XYAreaRenderer2,146,405,22,18,32,106,19,13,1,11,,0.735027223,0.45,32
JFreeChart,org.jfree.chart.renderer.xy,XYBubbleRenderer,292,138,35,12,62,39,25,6,2,5,,0.320930233,0.255319149,31
JFreeChart,org.jfree.chart.renderer.xy,XYErrorRenderer,350,141,26,14,65,48,21,16,6,11,,0.287169043,0.35,37
JFreeChart,org.jfree.chart.renderer.xy,StandardXYItemRenderer.State,14,4,0,0,6,2,4,1,4,1,,0.222222222,#DIV/0!,5
JFreeChart,org.jfree.chart.renderer.xy,GradientXYBarPainter,630,74,41,9,125,23,26,8,5,4,,0.105113636,0.18,34
JFreeChart,org.jfree.chart.renderer.xy,XYItemRendererState,6,27,0,0,2,11,2,5,2,5,,0.818181818,#DIV/0!,7
JFreeChart,org.jfree.chart.renderer.xy,XYDotRenderer,146,178,18,16,31,58,17,13,3,10,,0.549382716,0.470588235,30
JFreeChart,org.jfree.chart.renderer.xy,XYSplineRenderer,757,79,60,10,116,29,39,9,7,6,,0.094497608,0.142857143,48
JFreeChart,org.jfree.chart.renderer.xy,XYStepRenderer,125,264,21,29,21,62,17,17,0,9,,0.678663239,0.58,34
JFreeChart,org.jfree.chart.renderer.xy,XYShapeRenderer,283,226,35,23,71,74,31,23,11,14,,0.444007859,0.396551724,54
JFreeChart,org.jfree.chart.renderer.xy,SamplingXYLineRenderer.State,37,0,0,0,12,0,2,0,2,0,,0,#DIV/0!,2
JFreeChart,org.jfree.chart.renderer.xy,VectorRenderer,503,37,44,4,114,11,27,3,3,3,,0.068518519,0.083333333,30
JFreeChart,org.jfree.chart.renderer.xy,XYAreaRenderer,314,570,45,51,66,162,35,35,2,20,,0.64479638,0.53125,70
JFreeChart,org.jfree.chart.renderer.xy,ClusteredXYBarRenderer,333,121,53,13,78,33,30,11,2,6,,0.266519824,0.196969697,41
JFreeChart,org.jfree.chart.renderer.xy,XYBlockRenderer,393,215,38,26,90,62,35,16,9,10,,0.353618421,0.40625,51
JFreeChart,org.jfree.chart.renderer.xy,YIntervalRenderer,250,41,18,4,60,14,13,6,3,5,,0.140893471,0.181818182,19
JFreeChart,org.jfree.chart.renderer.xy,CandlestickRenderer,618,284,64,28,140,96,43,34,6,24,,0.314855876,0.304347826,77
JFreeChart,org.jfree.chart.renderer.xy,XYStepAreaRenderer,161,484,48,50,35,130,39,30,1,19,,0.750387597,0.510204082,69
JFreeChart,org.jfree.chart.renderer.xy,HighLowRenderer,371,128,53,15,82,47,34,17,6,11,,0.256513026,0.220588235,51
JFreeChart,org.jfree.chart.renderer.xy,XYSplineRenderer.XYSplineState,14,0,0,0,4,0,1,0,1,0,,0,#DIV/0!,1
JFreeChart,org.jfree.chart.renderer.xy,SamplingXYLineRenderer,325,0,28,0,83,0,22,0,8,0,,0,0,22
JFreeChart,org.jfree.chart.renderer.xy,StackedXYAreaRenderer2,788,130,54,14,164,37,33,13,4,8,,0.1416122,0.205882353,46
JFreeChart,org.jfree.chart.renderer.xy,StackedXYAreaRenderer,220,415,49,39,52,112,35,25,2,14,,0.653543307,0.443181818,60
JFreeChart,org.jfree.chart.renderer.xy,StackedXYBarRenderer,426,80,78,8,94,25,45,8,4,6,,0.158102767,0.093023256,53
JFreeChart,org.jfree.chart.renderer.xy,XYSplineRenderer.FillType,5,53,0,0,0,5,1,3,1,3,,0.913793103,#DIV/0!,4
JFreeChart,org.jfree.chart.renderer.xy,StackedXYAreaRenderer.StackedXYAreaRendererState,0,46,0,0,0,16,0,8,0,8,,1,#DIV/0!,8
JFreeChart,org.jfree.chart.renderer.xy,XYBarRenderer,982,400,173,37,221,131,110,40,18,27,,0.289435601,0.176190476,150
JFreeChart,org.jfree.chart.renderer.xy,XYAreaRenderer.XYAreaRendererState,0,14,0,0,0,4,0,1,0,1,,1,#DIV/0!,1
JFreeChart,org.jfree.chart.renderer.xy,XYLineAndShapeRenderer,235,805,60,76,54,222,59,53,7,37,,0.774038462,0.558823529,112
JFreeChart,org.jfree.chart.renderer.xy,StandardXYBarPainter,197,17,31,3,54,8,19,4,3,3,,0.079439252,0.088235294,23
JFreeChart,org.jfree.data,KeyedObject,4,64,2,8,2,21,2,9,0,6,,0.941176471,0.8,11
JFreeChart,org.jfree.data,DefaultKeyedValues2D,50,534,12,56,17,132,14,43,2,21,,0.914383562,0.823529412,57
JFreeChart,org.jfree.data,DefaultKeyedValues,45,459,10,34,11,107,11,33,2,20,,0.910714286,0.772727273,44
JFreeChart,org.jfree.data,KeyedValuesItemKey,73,0,6,0,21,0,8,0,5,0,,0,0,8
JFreeChart,org.jfree.data,DataUtils,68,261,12,36,16,64,10,24,2,8,,0.79331307,0.75,34
JFreeChart,org.jfree.data,Range,46,421,8,64,7,93,9,50,2,21,,0.901498929,0.888888889,59
JFreeChart,org.jfree.data,RangeType,5,43,0,0,0,4,1,3,1,3,,0.895833333,#DIV/0!,4
JFreeChart,org.jfree.data,DomainOrder,5,43,0,0,0,4,1,3,1,3,,0.895833333,#DIV/0!,4
JFreeChart,org.jfree.data,KeyedValueComparator,31,118,7,21,9,36,9,9,2,2,,0.791946309,0.75,18
JFreeChart,org.jfree.data,UnknownKeyException,0,4,0,0,0,2,0,1,0,1,,1,#DIV/0!,1
JFreeChart,org.jfree.data,KeyedObjects2D,62,554,12,58,17,135,14,43,2,20,,0.899350649,0.828571429,57
JFreeChart,org.jfree.data,DefaultKeyedValue,50,57,9,7,6,19,8,8,2,6,,0.53271028,0.4375,16
JFreeChart,org.jfree.data,KeyedObjects,97,239,20,24,27,68,18,20,4,12,,0.711309524,0.545454545,38
JFreeChart,org.jfree.data,KeyedValues2DItemKey,148,0,10,0,38,0,13,0,8,0,,0,0,13
JFreeChart,org.jfree.data,ComparableObjectSeries,69,360,11,49,19,95,12,38,3,17,,0.839160839,0.816666667,50
JFreeChart,org.jfree.data,ComparableObjectItem,12,79,3,9,6,22,4,10,1,7,,0.868131868,0.75,14
JFreeChart,org.jfree.data,KeyToGroupMap,44,261,9,33,15,79,8,25,1,11,,0.855737705,0.785714286,33
JFreeChart,org.jfree.data,KeyedValueComparatorType,9,29,0,0,0,3,2,2,2,2,,0.763157895,#DIV/0!,4
JFreeChart,org.jfree.chart.ui,Layer,9,29,0,0,0,3,2,2,2,2,,0.763157895,#DIV/0!,4
JFreeChart,org.jfree.chart.ui,LCBLayout,539,0,40,0,84,0,28,0,8,0,,0,0,28
JFreeChart,org.jfree.chart.ui,StrokeChooserPanel,64,0,2,0,13,0,4,0,3,0,,0,0,4
JFreeChart,org.jfree.chart.ui,TextAnchor,57,285,38,58,16,52,35,27,1,13,,0.833333333,0.604166667,62
JFreeChart,org.jfree.chart.ui,UIUtils,206,0,6,0,49,0,13,0,10,0,,0,0,13
JFreeChart,org.jfree.chart.ui,Size2D,59,20,8,0,16,8,9,4,5,4,,0.253164557,0,13
JFreeChart,org.jfree.chart.ui,FontDisplayField,46,0,2,0,13,0,6,0,5,0,,0,0,6
JFreeChart,org.jfree.chart.ui,StrokeSample,168,0,4,0,37,0,8,0,6,0,,0,0,8
JFreeChart,org.jfree.chart.ui,Align,84,0,12,0,20,0,8,0,2,0,,0,0,8
JFreeChart,org.jfree.chart.ui,StandardGradientPaintTransformer,121,45,10,8,25,16,8,8,2,5,,0.271084337,0.444444444,16
JFreeChart,org.jfree.chart.ui,RectangleAnchor,158,201,23,13,21,32,16,8,1,5,,0.559888579,0.361111111,24
JFreeChart,org.jfree.chart.ui,VerticalAlignment,5,43,0,0,0,4,1,3,1,3,,0.895833333,#DIV/0!,4
JFreeChart,org.jfree.chart.ui,NumberCellRenderer,34,0,4,0,12,0,4,0,2,0,,0,0,4
JFreeChart,org.jfree.chart.ui,PaintSample,90,0,0,0,22,0,5,0,5,0,,0,#DIV/0!,5
JFreeChart,org.jfree.chart.ui,RectangleEdge,43,93,13,11,13,14,10,10,2,6,,0.683823529,0.458333333,20
JFreeChart,org.jfree.chart.ui,GradientPaintTransformType,5,53,0,0,0,5,1,3,1,3,,0.913793103,#DIV/0!,4
JFreeChart,org.jfree.chart.ui,StrokeChooserPanel.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0,,0,#DIV/0!,2
JFreeChart,org.jfree.chart.ui,HorizontalAlignment,5,43,0,0,0,4,1,3,1,3,,0.895833333,#DIV/0!,4
JFreeChart,org.jfree.chart.ui,ApplicationFrame,22,0,2,0,13,0,9,0,8,0,,0,0,9
JFreeChart,org.jfree.chart.ui,LengthAdjustmentType,5,43,0,0,0,4,1,3,1,3,,0.895833333,#DIV/0!,4
JFreeChart,org.jfree.chart.ui,RectangleInsets,400,315,42,22,70,81,36,26,7,23,,0.440559441,0.34375,62
